num , site
6 ,"http://mementoweb.org/timemap/link/http://pando.com/2014/09/08/breaking-new-wage-theft-lawsuit-filed-against-hollywood-giants-as-techtopus-scandal-grows/"
0 ,"http://mementoweb.org/timemap/link/http://www.washingtonpost.com/sf/investigative/2014/09/06/stop-and-seize/?post_id=837072795_10153178956682796#_=_"
3 ,"http://mementoweb.org/timemap/link/https://www.kickstarter.com/projects/324375300/vest-a-sensory-substitution-neuroscience-project"
12 ,"http://mementoweb.org/timemap/link/http://www.forbes.com/sites/adamhartung/2014/09/05/obama-outperforms-reagan-on-jobs-growth-and-investing/"
0 ,"http://mementoweb.org/timemap/link/http://www.sfchronicle.com/bayarea/article/Andrew-Kay-creator-of-Kaypro-early-personal-5740440.php?t=dbf8896860"
0 ,"http://mementoweb.org/timemap/link/https://www.youtube.com/watch?v=04dK7swPSwE"
3 ,"http://mementoweb.org/timemap/link/http://blog.longnow.org/02014/09/03/drew-endy-seminar-primer/"
24 ,"http://mementoweb.org/timemap/link/http://www.oreillynet.com/pub/a/oreilly/tim/articles/buy_where_shop.html"
0 ,"http://mementoweb.org/timemap/link/http://radar.oreilly.com/2014/01/2013-data-science-salary-survey.html?cmp=tw-strata-free-article-lgen_salary_survey_strata_blogpost"
4 ,"http://mementoweb.org/timemap/link/http://www.brookings.edu/research/interactives/2014/billionaires-us-political-power-index"
0 ,"http://mementoweb.org/timemap/link/http://radar.oreilly.com/2014/09/innovation-requires-a-new-mind-set-the-oreilly-radar-podcast.html#more-70467"
0 ,"http://mementoweb.org/timemap/link/https://www.youtube.com/watch?v=_ynH_rvWHXw"
35 ,"http://mementoweb.org/timemap/link/https://medium.com/message/what-is-public-f33b16d780f9"
0 ,"http://mementoweb.org/timemap/link/http://panelpicker.sxsw.com/vote/34931"
0 ,"http://mementoweb.org/timemap/link/http://shop.oreilly.com/product/0636920028444.do?cmp=tw-na-books-videos-product-dod_daily_tweet&code=DEAL"
4 ,"http://mementoweb.org/timemap/link/http://www.zephoria.org/thoughts/archives/2014/09/01/what-is-privacy.html"
7 ,"http://mementoweb.org/timemap/link/https://www.safaribooksonline.com/explore/a/"
0 ,"http://mementoweb.org/timemap/link/http://josephsmarr.com/2014/09/02/we-still-need-plaxo/"
0 ,"http://mementoweb.org/timemap/link/http://www.oreilly.com/webops-perf/free/devops-in-practice.csp?cmp=tw-velocity-free-lp-lgen_devops-in-practice.csp"
6 ,"http://mementoweb.org/timemap/link/https://plus.google.com/events/c0s9a64ic09egcmah3betkcmjmo"
5 ,"http://mementoweb.org/timemap/link/https://playbook.cio.gov/"
5 ,"http://mementoweb.org/timemap/link/http://www.washingtonpost.com/opinions/ferguson-wasnt-black-rage-against-copsit-was-white-rage-against-progress/2014/08/29/3055e3f4-2d75-11e4-bb9b-997ae96fad33_story.html"
0 ,"http://mementoweb.org/timemap/link/http://www.economist.com/blogs/easternapproaches/2014/09/polands-intellectuals-appeal?fsrc=scn/tw/te/bl/ed/fromdanzigtodonetsk?fsrc=scn/tw/te/bl/ed/fromdanzigtodonetsk"
5 ,"http://mementoweb.org/timemap/link/https://github.com/NelsonMinar/vector-river-map"
6 ,"http://mementoweb.org/timemap/link/http://strataconf.com/strata2015"
5 ,"http://mementoweb.org/timemap/link/http://www.iranhumanrights.org/2014/08/makarem-internet/"
0 ,"http://mementoweb.org/timemap/link/http://velocityconf.com/velocityny2014/public/schedule/detail/37891?cmp=tw-velocity-confsched-info-vlny14_events"
0 ,"http://mementoweb.org/timemap/link/http://www.citeworld.com/article/2114440/development/winery-arduino-temperature-monitors-drones.html"
0 ,"http://mementoweb.org/timemap/link/http://www.brainpickings.org/2014/08/28/the-price-of-admission-dan-savage/?utm_content=buffer784b1&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"
0 ,"http://mementoweb.org/timemap/link/http://www.codeforamerica.org/blog/2014/08/19/code-for-germany-launch/"
4 ,"http://mementoweb.org/timemap/link/http://occupywallstreet.net/story/explaining-white-privilege-broke-white-person"
35 ,"http://mementoweb.org/timemap/link/http://time.com/3227869/garry-kasparov-its-a-war-stupid/"
8 ,"http://mementoweb.org/timemap/link/http://www.telegraph.co.uk/culture/film/10816014/Hayao-Miyazaki-interview-I-think-the-peaceful-time-that-we-are-living-in-is-coming-to-an-end.html"
0 ,"http://mementoweb.org/timemap/link/http://battellemedia.com/archives/2014/08/facebook-weatherless-world.php"
0 ,"http://mementoweb.org/timemap/link/http://www.amazon.com/Making-Makers-Children/dp/1457183749/"
4 ,"http://mementoweb.org/timemap/link/http://blog.ted.com/2014/08/29/need-help-ask-aunt-bertha-erine-gray-helps-people-in-need-find-social-services-in-their-area/"
13 ,"http://mementoweb.org/timemap/link/http://www.slideshare.net/timoreilly/lessons-for-the-industrial-internet-pdf-with-notes"
0 ,"http://mementoweb.org/timemap/link/http://truth-out.org/news/item/25880-secret-700000-donation-has-scott-walker-scrambling-to-address-appearance-of-corruption"
0 ,"http://mementoweb.org/timemap/link/http://diydrones.com/profiles/blogs/lidar-landing-with-apm-plane"
0 ,"http://mementoweb.org/timemap/link/http://www.vox.com/2014/8/28/6074177/coffee-naps-caffeine-science?utm_medium=social&utm_source=twitter&utm_campaign=voxdotcom&utm_content=thursday"
3 ,"http://mementoweb.org/timemap/link/http://www.businessinsider.com/why-do-us-police-kill-so-many-people-2014-8"
12 ,"http://mementoweb.org/timemap/link/http://www.wired.com/2014/08/healthcare-gov/"
41 ,"http://mementoweb.org/timemap/link/http://aco.nato.int/new-satellite-imagery-exposes-russian-combat-troops-inside-ukraine.aspx"
3 ,"http://mementoweb.org/timemap/link/http://news.yahoo.com/american-police-departments-losing-tons-military-grade-weaponry-174620174.html"
38 ,"http://mementoweb.org/timemap/link/http://www.npr.org/blogs/money/2014/08/27/343415569/whos-in-the-office-the-american-workday-in-one-graph"
0 ,"http://mementoweb.org/timemap/link/https://medium.com/@mkramer/what-does-it-mean-to-be-a-member-of-a-public-media-station-and-what-could-it-mean-59b0d3c90204?utm_content=buffer8944d&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"
3 ,"http://mementoweb.org/timemap/link/http://shop.oreilly.com/product/0636920032113.do"
0 ,"http://mementoweb.org/timemap/link/https://www.linkedin.com/today/post/article/20140827165018-229992090-you-only-live-once-do-it-warren-buffett-s-way"
0 ,"http://mementoweb.org/timemap/link/http://velocityconf.com/velocityeu2014/public/schedule/presentations?cmp=tw-velocity-confsched-info-vleu14_velocity_eu_2014_sessions_twitter"
5 ,"http://mementoweb.org/timemap/link/http://news.discovery.com/earth/weather-extreme-events/mystery-of-death-valleys-moving-rocks-solved-140827.htm"
0 ,"http://mementoweb.org/timemap/link/http://fcw.com/Articles/2014/08/26/The-women-behind-OSTP"
3 ,"http://mementoweb.org/timemap/link/http://vimeo.com/104144890"
7 ,"http://mementoweb.org/timemap/link/https://peerj.com/about/careers/"
0 ,"http://mementoweb.org/timemap/link/http://shop.oreilly.com/category/deals/b2s-special.do?code=B2S4"
56 ,"http://mementoweb.org/timemap/link/http://www.theverge.com/2014/8/26/6067663/this-is-ubers-playbook-for-sabotaging-lyft"
4 ,"http://mementoweb.org/timemap/link/http://makezine.com/2014/08/26/behind-the-scenes-the-build-at-burning-man/"
3 ,"http://mementoweb.org/timemap/link/http://thedailyshow.cc.com/extended-interviews/nkja04/david-rose-extended-interview"
3 ,"http://mementoweb.org/timemap/link/http://www.cedmagazine.com/news/2014/08/fcc-names-network-neutrality-expert-as-cto"
0 ,"http://mementoweb.org/timemap/link/http://velocityconf.com/velocityny2014/public/schedule/detail/37891?cmp=mp-velocity-confreg-home-vlny14_media_partner_tweets"
6 ,"http://mementoweb.org/timemap/link/http://www.rollingstone.com/music/news/hear-neil-youngs-only-love-can-break-your-heart-from-csny-1974-20140701"
0 ,"http://mementoweb.org/timemap/link/http://www.ted.com/talks/eric_liu_why_ordinary_people_need_to_understand_power?utm_content=buffer75055&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"
0 ,"http://mementoweb.org/timemap/link/http://practicinganthropology.org/2014/08/napa-career-profile-marc-hebert-phd/"
0 ,"http://mementoweb.org/timemap/link/http://tv.slashdot.org/video/?embed=FxdG1wbzpSk8L_j3eXppL2T7BxlydkL1"
14 ,"http://mementoweb.org/timemap/link/http://www.citylab.com/crime/2014/08/where-more-americans-die-at-the-hands-of-police/379067/"
3 ,"http://mementoweb.org/timemap/link/http://boingboing.net/2014/08/25/usb-condom-charge-your-device.html"
3 ,"http://mementoweb.org/timemap/link/http://www.washingtonpost.com/blogs/monkey-cage/wp/2014/08/25/americans-dont-like-protests-but-protests-may-work-anyway/"
3 ,"http://mementoweb.org/timemap/link/http://www.washingtonpost.com/blogs/the-switch/wp/2014/08/25/how-the-u-s-digital-service-could-upset-d-c-s-it-vendor-ecosystem/"
3 ,"http://mementoweb.org/timemap/link/http://blogs.plos.org/speakingofmedicine/2014/08/22/global-response-ebola-fever-epidemic-took-long/"
0 ,"http://mementoweb.org/timemap/link/http://www.pnas.org/content/111/36/12998.abstract"
0 ,"http://mementoweb.org/timemap/link/http://www.goodearth.in/earthsong/the-monsoon-reading-list/"
0 ,"http://mementoweb.org/timemap/link/http://tv.slashdot.org/video/?embed=Y5bGxwbzqtnf5J5x_nj0fXHENVKXf51T"
62 ,"http://mementoweb.org/timemap/link/http://www.upworthy.com/the-last-ice-bucket-challenge-you-need-to-see-and-you-really-should-see-it"
0 ,"http://mementoweb.org/timemap/link/http://m.motherjones.com/kevin-drum/2014/08/ferguson-cops-hand-out-three-warrants-household-every-year"
9 ,"http://mementoweb.org/timemap/link/http://russelldavies.typepad.com/planning/2013/10/death-to-innovation.html"
0 ,"http://mementoweb.org/timemap/link/http://www.theatlantic.com/business/archive/2014/08/the-wonderful-weird-economics-of-burning-man/376108/?single_page=true"
9 ,"http://mementoweb.org/timemap/link/http://www.thenation.com/article/181337/anatomy-fergusons-police-riot"
8 ,"http://mementoweb.org/timemap/link/http://www.vox.com/2014/8/21/6053819/white-house-cybersecurity-czar-brags-about-his-lack-of-technical"
13 ,"http://mementoweb.org/timemap/link/http://www.washingtonpost.com/posteverything/wp/2014/08/19/im-a-cop-if-you-dont-want-to-get-hurt-dont-challenge-me/"
5 ,"http://mementoweb.org/timemap/link/http://radar.oreilly.com/2014/08/not-just-the-governments-playbook.html"
4 ,"http://mementoweb.org/timemap/link/http://news.slashdot.org/story/14/08/18/2349228/at-home-with-tim-oreilly-videos-1-and-2-of-6"
0 ,"http://mementoweb.org/timemap/link/http://tv.slashdot.org/video/?embed=84a2xwbzoEBZtzmUkBax_cBuo6JEBuN9"
0 ,"http://mementoweb.org/timemap/link/http://www.vox.com/2014/8/18/5927269/epigenetics-definition-cancer-diet-explained-inheritance-DNA-methylation"
41 ,"http://mementoweb.org/timemap/link/https://medium.com/message/ferguson-is-also-a-net-neutrality-issue-6d2f3db51eb0"
0 ,"http://mementoweb.org/timemap/link/http://www.theatlantic.com/technology/archive/2014/08/why-email-will-never-die/375973/?single_page=true"
4 ,"http://mementoweb.org/timemap/link/http://datascienceatthecommandline.com/"
12 ,"http://mementoweb.org/timemap/link/https://www.youtube.com/watch?v=VOYj6NJz-VA"
4 ,"http://mementoweb.org/timemap/link/http://www.technologyreview.com/featuredstory/528131/cracking-the-brains-codes/"
0 ,"http://mementoweb.org/timemap/link/http://ow.ly/i/6AFKr"
30 ,"http://mementoweb.org/timemap/link/http://www.slideshare.net/timoreilly/government-for-the-people-by-the-people-in-the-21st-century"
0 ,"http://mementoweb.org/timemap/link/http://www.rants.org/2014/08/17/andy_oram_on_net_neutrality/"
0 ,"http://mementoweb.org/timemap/link/http://radar.oreilly.com/2014/08/does-net-neutrality-really-matter.html"
0 ,"http://mementoweb.org/timemap/link/http://www.brainpickings.org/2014/08/13/jane-goodall-proust-questionnaire/?utm_content=buffera4115&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"
0 ,"http://mementoweb.org/timemap/link/http://www.vox.com/2014/8/15/6006467/california-hasnt-had-a-drought-this-bad-since-at-least-1895?utm_medium=social&utm_source=twitter&utm_campaign=voxdotcom&utm_content=sunday"
54 ,"http://mementoweb.org/timemap/link/http://www.slate.com/blogs/future_tense/2014/08/15/shark_attacks_threaten_google_s_undersea_internet_cables_video.html"
3 ,"http://mementoweb.org/timemap/link/http://techpresident.com/news/25239/new-us-digital-service-looks-avoid-it-catastrophes"
4 ,"http://mementoweb.org/timemap/link/https://www.techdirt.com/articles/20140811/05564728172/spains-ill-conceived-google-tax-law-likely-to-cause-immense-damage-to-digital-commons-open-access.shtml"
4 ,"http://mementoweb.org/timemap/link/http://spectrum.ieee.org/biomedical/devices/building-mindcontrolled-gadgets-just-got-easier"
3 ,"http://mementoweb.org/timemap/link/https://twitter.com/ProfJeffJarvis/status/499203310189289473"
0 ,"http://mementoweb.org/timemap/link/http://stephenperse.wordpress.com/2014/08/12/a-journey-to-the-googleplex-a-new-way-of-thinking/"
3 ,"http://mementoweb.org/timemap/link/https://www.eviscerati.org/articles/2014/08/Amazon-v-Hatchette-Everyone-Wrong-Me"
38 ,"http://mementoweb.org/timemap/link/http://www.whitehouse.gov/blog/2014/08/11/delivering-customer-focused-government-through-smarter-it"
0 ,"http://mementoweb.org/timemap/link/http://www.washingtonpost.com/blogs/the-switch/wp/2014/08/11/white-house-launches-u-s-digital-service-with-healthcare-gov-fixer-at-the-helm/"
0 ,"http://mementoweb.org/timemap/link/http://press.chairish.com/post/94447457231/chairish-receives-4-million-series-a-investment"
0 ,"http://mementoweb.org/timemap/link/http://mobile.thegrio.com/all/2014-08-04-please-dont-panic-about-ebola-heres-what-you-need-to-know#6"
0 ,"http://mementoweb.org/timemap/link/https://www.dropbox.com/s/6bp3dn887xx5jjd/Mack%20-%20other%2095%20percent%20-%20PDF.pdf"
0 ,"http://mementoweb.org/timemap/link/http://radar.oreilly.com/four-short-links"
0 ,"http://mementoweb.org/timemap/link/http://2014.oshwa.org/2014/08/07/annual-open-hardware-ada-fellowship-call-is-open/"
117 ,"http://mementoweb.org/timemap/link/http://velocityconf.com/"
0 ,"http://mementoweb.org/timemap/link/http://www.fastcoexist.com/3033971/now-cities-and-states-can-get-involved-in-the-sharing-economy-instead-of-just-slowing-it-dow"
0 ,"http://mementoweb.org/timemap/link/http://www.youtube.com/watch?v=O2iAjG87C1Y&feature=youtu.be"
0 ,"http://mementoweb.org/timemap/link/http://shop.oreilly.com/category/deals/forensics.do?code=WKFRNS&cmp=tw-na-books-videos-lp-promo_20140806_forensics_owo"
19 ,"http://mementoweb.org/timemap/link/http://techcrunch.com/2014/08/05/opensignal-series-a/"
72 ,"http://mementoweb.org/timemap/link/http://variety.com/2014/digital/news/survey-youtube-stars-more-popular-than-mainstream-celebs-among-u-s-teens-1201275245/"
0 ,"http://mementoweb.org/timemap/link/http://www.instructables.com/id/Text-Engraving-on-the-Othermill/"
0 ,"http://mementoweb.org/timemap/link/http://strataconf.com/stratany2014/public/cfp/345"
0 ,"http://mementoweb.org/timemap/link/http://microbe.net/2014/08/05/frightening-levels-of-antibiotic-resistance-and-capacity-for-horizontal-gene-transfer-reported-in-a-wastewater-treatment-plant/"
0 ,"http://mementoweb.org/timemap/link/http://hardware.slashdot.org/story/14/08/05/2033230/t-mobile-smartphones-outlast-competitors-identical-models?utm_source=slashdot&utm_medium=twitter"
0 ,"http://mementoweb.org/timemap/link/http://m.dailykos.com/story/2014/08/05/1319090/-Cartoon-Quiz-time-First-Amendment?detail=email"
901 ,"http://mementoweb.org/timemap/link/https://www.edx.org/"
0 ,"http://mementoweb.org/timemap/link/https://www.safaribooksonline.com/signup/?promotion_code=wave1trialoffer19"
0 ,"http://mementoweb.org/timemap/link/https://www.linkedin.com/today/post/article/20140325160616-16553--they-have-no-use-for-someone-who-looks-and-dresses-like-me?trk=eml-ced-b-art-M-0&midToken=AQHHy9b_jZx3Cw&ut=1Qc5PziQGF-C81"
0 ,"http://mementoweb.org/timemap/link/http://radar.oreilly.com/2014/08/programming-in-concert-mode.html"
13 ,"http://mementoweb.org/timemap/link/http://motherboard.vice.com/read/if-we-release-a-small-fraction-of-arctic-carbon-were-fucked-climatologist"
3 ,"http://mementoweb.org/timemap/link/http://radar.oreilly.com/2014/08/safari-acquisition.html"
80 ,"http://mementoweb.org/timemap/link/http://newsoffice.mit.edu/2014/algorithm-recovers-speech-from-vibrations-0804"
0 ,"http://mementoweb.org/timemap/link/https://www.youtube.com/watch?v=jvG6GbqxNfY&list=PL055Epbe6d5Y2Jzhd7eAhpXFflvRpjqjb&index=42"
